# deltax   errors_cdiff   errors_fdiff   errors_2cdiff   errors_2fdiff
9.999999999999999547e-08 8.626699354863376357e-11 3.015118181792786345e-07 2.851102371460090268e-02 1.062266354383618605e-01
1.999999999999999909e-07 1.023956031076522777e-09 5.979413657541954308e-07 1.034678214727957624e-02 4.920458800916005515e-02
2.999999999999999864e-07 4.688445187639445066e-10 8.995519542587260275e-07 1.386575297352976577e-04 1.386575297352976577e-04
3.999999999999999819e-07 2.250448716267783311e-10 1.200237356613342854e-06 6.155870858126633038e-05 2.143226879753434844e-03
4.999999999999999774e-07 1.972892960111494176e-10 1.500552684774447698e-06 1.421581913746194914e-03 5.862474012246821076e-03
5.999999999999999728e-07 1.912887626076553715e-10 1.799572753036216000e-06 7.865283241192955188e-04 4.178876454917990202e-03
6.999999999999999683e-07 2.309392677091182122e-10 2.099755911810774478e-06 3.756834718871004952e-05 7.172967296122934044e-04
7.999999999999999638e-07 8.626699354863376357e-11 2.400110890476980785e-06 6.155870858126633038e-05 6.155870858126633038e-05
8.999999999999999593e-07 1.479460998154991103e-10 2.700333700200729936e-06 4.127866716183703488e-04 1.783432381031957448e-03
9.999999999999999547e-07 8.026646014513971750e-11 2.999797857228259090e-06 2.437526231915398967e-04 1.020908740429149475e-03
1.100000000000000056e-06 6.512701489214123285e-11 3.299921419230855690e-06 2.446063733607672930e-05 2.446063733607672930e-05
1.199999999999999946e-06 1.325264342710852361e-10 3.600169461659419312e-06 6.155870858037815196e-05 2.928551720442484907e-04
1.299999999999999835e-06 8.626743763784361363e-11 3.900171650084161001e-06 1.313582330588758396e-04 5.912139237320701568e-04
1.399999999999999725e-06 3.268496584496460855e-11 4.199822064787639420e-06 2.075004427934956652e-04 8.305847933485210888e-04
1.500000000000000038e-06 6.176303912752700853e-11 4.499931208101770608e-06 9.372206882574118936e-06 1.574019434995577171e-04
1.599999999999999928e-06 1.209614630681699055e-10 4.800135513960412936e-06 1.819062168184615302e-05 2.517746521757402434e-05
1.699999999999999817e-06 8.626743763784361363e-11 5.100156959869650564e-06 8.316772073957423572e-05 3.520798720328954801e-04
1.799999999999999707e-06 6.250999717849481385e-12 5.399902664127154139e-06 1.012054694111697017e-04 3.410684685585252396e-04
1.900000000000000020e-06 1.382005621053394862e-12 5.700000491604129138e-06 1.972639045000335045e-06 1.972639045000335045e-06
1.999999999999999909e-06 3.000266701747023035e-12 6.000064558975282125e-06 6.155870858037815196e-05 2.558477378897805465e-04
2.099999999999999799e-06 4.590194890852217213e-11 6.299888217320415151e-06 6.274347246382205867e-05 2.641444746629417750e-04
2.199999999999999689e-06 6.512657080293138279e-11 6.599907966808871151e-06 2.446063733430037246e-05 2.446063733430037246e-05
2.300000000000000002e-06 1.386135650705000444e-11 6.900001688681101086e-06 1.058480081805868167e-05 9.453361175371099989e-05
