# deltax   errors_cdiff   errors_fdiff   errors_2cdiff   errors_2fdiff
1.000000000000000082e-05 2.000177801164682023e-12 1.000001392981175741e-05 2.385926790804404618e-06 9.047264938555343861e-06
2.000000000000000164e-05 3.551159366566025710e-12 1.999999255275497489e-05 3.896307705364421281e-07 9.447422828490203983e-07
3.000000000000000415e-05 1.496580637194711016e-13 3.000000078134945625e-05 4.212262760816543050e-08 8.123548611571607125e-08
4.000000000000000327e-05 6.123990203832363477e-13 3.999999975867751800e-05 4.268607534108070922e-08 2.508528924582975606e-07
5.000000000000000240e-05 2.000177801164682023e-12 5.000000391675030187e-05 7.666290002816822380e-08 3.431164259382057935e-07
6.000000000000000152e-05 7.753797603982093278e-13 5.999999956296520054e-05 1.128309978781771861e-08 1.955642869866380806e-08
7.000000000000000742e-05 4.138911435802583583e-13 6.999999986145866160e-05 1.578016028958018069e-08 1.578016028958018069e-08
8.000000000000000654e-05 1.306066366169034154e-12 8.000000306829235797e-05 4.405009823571504057e-08 2.001752110736276791e-07
9.000000000000000567e-05 4.671818487622658722e-13 8.999999834458094483e-05 2.640965757194635444e-08 1.086484002765786272e-07
1.000000000000000048e-04 7.753797603982093278e-13 9.999999917198465482e-05 1.052711695592734031e-09 1.004951855065883137e-08
1.100000000000000039e-04 4.862776847858185647e-13 1.099999999993883648e-04 8.851799293552176096e-09 3.637798995370644661e-08
1.200000000000000030e-04 3.128608483393691131e-13 1.199999989762723374e-04 1.184654663255457763e-08 3.497619305292687386e-08
1.300000000000000157e-04 1.350031197944190353e-13 1.299999999457845945e-04 1.246566405654903065e-09 5.322800644691483285e-09
1.400000000000000148e-04 8.104628079763642745e-13 1.400000008953128372e-04 1.213049216630679439e-09 4.451353952106273937e-09
1.500000000000000140e-04 8.899547765395254828e-13 1.500000018284097791e-04 1.251668058088739599e-08 5.692560156589365761e-08
1.600000000000000131e-04 4.285460875053104246e-13 1.599999985852917916e-04 1.232841451148658507e-08 5.135969272096474469e-08
1.700000000000000122e-04 4.085620730620576069e-14 1.699999997391010709e-04 3.549753380127640412e-09 3.549753380127640412e-09
